,content,sentiment
245,"sekarang mahal ada biaya,casback ny sedikit balik lagi ke s*****",-1
246,"Semoga toko pedia bisa terus membantu kami yg sedang membutuhkan,sukses dan jaya selalu untuk mu Toko pedia",1
247,"Parah ditoko sebelah cuma ada biaya pesanan cuma seribu, ini tokped pake biaya jasa aplikasi juga 2 rb, jadi totalnya 3 rb Gw Uda males belanja lagi di tokped, byk biayanya, mending ke toko sebelah Aplikasi buatan dalam negeri tapi mencekik konsumen dalam negeri, masyarakat blm pulih dari pandemi, malah dicekik pake biaya macem2 bukannya di kasih promo",-1
248,toped mkin lama makin gk jelas sekarang ada biaya tambhan kurir 2000 tidak sesuai nominal di aplikasinya auto rate ...buruk gua kasih bintang 1 saja,-1
249,Dichek out biaya sudah jelas 56.500 eh ternyata di invoice jadi 59.500 ada biaya aplikasi. Diminta kurir 60.000. Lah parah amat ini tokopedia jadinya. Bukan masalah nominalnya tapi kejelasan biaya dari awal. Chek out itu penting. Jangan cuman ada di invoice. Lagian kenapa juga ada biaya aplikasi lgi. Katanya itu kadang sudah dipotong misal pendapatan penjualnya.,-1
250,pesanan saya di gagalkan padahal udah dapat gratis ongkir 50.000,-1
251,Toko pedia terlalu bohong.tidak ada gratis ongkir sama sekali.saya pindah beli sate aja mantap pokoknya bikin nagihhh .,-1
252,"Nyesel... Katanya ada cashback tapi dari kemarin"" belum masuk -_- padahal udah pake code promo. KALAU MAU PROMO JANGAN PHP LAH...!!",-1
253,sangat mudah,1
254,Tidak ada perbaikan dari pihak tokopedia terkait keterlambatan pengiriman dari kurir. Terus berulang dan berulang,-1
255,Sekarang jadi sampah,-1
256,"Saya sudah langganan plus,tapi klo luar kota dapatnya regular,dan pengiriman kurirpun tidak di utamakan,kadang tinggal kirim ke pembeli tapi di tunda sampai hari berikutnya",-1
257,sangat membantu sekali😘,1
258,"Saatnya pindah ke toko sbelah, adanya biaya tambahan aplikasi dan biaya layanan tdk sebanding dg kualitas layanan dr Tokopedia, 🙏🙏🙏",-1
259,"mohon untuk penjualan produk digital tambahakan opsi termasuk gratis ongkir, karena sudah jaman digital supaya bnyk user transaksi produk digital di tokopedia",1
260,Ongkir membuat enggan belanja,-1
261,Aplikasi belanja paling ribet dan bikin pusing. Hub cs susah batalkan pesanan susah. Giliran promo di cancel sepihak sama aplikasi alasanya salah hagra wkwkkwkwkw........ KALAU GA MAU RUGI GA USAH PROMO. #TETEPLAZADASELALUDIHATI,-1
262,"Sangat kecewa ikut langganan plus tp ga ada manfaatnya, ga ada bedanya ikut langganan sm ga ikut langganan, berasa ditipu, Dikira ikut langganan plus bisa geratis ongkir eh ga twnya sm aj bayar sm aj ky ga ikut langganan, trimakasi tukang tipu",-1
263,"CS toped tdk profesional & tdk mengerti dlm menangani masalah. Hp sy kena Hex, krn itu smua aplikasi sy hapus dan HP sy Factory Reset. Stlh download aplikasi toped, sy tdk bisa login kembali dgn alasan telah dihapus. Sy sdh jelaskan berkali² kpd CS toped kalau hp kena Hex & hrs sy reset smua. Tapi CS toped ga ngerti² masalah ini. Stlh dijelaskan berkali², Mrk minta copy KTP & buku tabungan. Apa hubungannya ecommer minta copy ktp & buku tabungan ??? Lg pula sy slalu byr via gopay/ credit card. 👎",-1
264,terimakasih atas layanan yg sangat cepat,1
265,Sangat mudah dan membantu,1
266,"Akun saya ga bisa menikmati diskon ongkir minimal 20rb di WIB lagi, entah kenapa semenjak bulan lalu, mengecewakan",-1
267,"Saya naikkan satu bintang karena pesanan saya kali ini berhasil sampai, tidak dikembalikan ke penjual sebagaimana 2 pesanan saya sebelumnya. Terima kasih banyak (Tkb) buat kurirnya. Insya Allah akan saya tambah lagi bintangnya jika bisa dapat diskon ongkir Rp 40K untuk pembelian produk dari beda pulau.",1
268,"Hai kenapa tokopedia di alamt itu no tlp buyer nya jado xxxx kalau lagi terjadi kendala kan gak bisa tlp di buyer, pliss perbaiiki, kadang ada kendala urgent yg harus hub si buyer",0
269,Semakin kesini bukanya semakin bagus tp semakin jelek sering eror,-1
270,Terlalu banyak biaya tambahan dan jasa pengiriman lama,-1
271,"Kok gk bisa bayar pakai link aja ya,",0
272,"Pengirimannya nga seperti dulu lamban males mending pakai aplikasi lain,estimasi terlalu lama",-1
273,lebih mudah belanja dg tokopedia,1
274,Normal. Banyak bug. Notifikasi ga bisa dihapus.,0
275,"knp hbs update makin kesini makin lemot yg chat aja gk ada padahal push iklan jalan terus kepotong,pembeli aja gk ada tp sekalinya jualan potonganya gk kira2,bagi kita penjual kecil saingan banyak habis buat potongan penjualan doank,keseringan merugi",-1
276,Mau ngasih ulasan belanja aja harus banyak yang di klik2 makin ribet marketplace ini.,-1
277,Aplikasi tokopedia yang sekarang tambah buruk.,-1
278,Mahal bgt biaya adminnya ampe 3rb pertransaksi. Belum lg gratis ongkir cuman satu toko aja pertransaksi. Hadeuhhhhh,-1
279,belanja praktis dan efisien,1
280,Nah ini pilih kasih banget kalo akunya ga bsa menikmati gratis ongkir 20rb sedangkan akun lain masih ada . Dan ini kuotanya jg full karena belom dipake. Udah biaya layanan naik JD 2rb. Kali ini sorry gw uninstal dulu.,-1
281,ongkie nya lucu...barang 5000 ongkir nya 90 rb.... promonya bebas ongkir......hhhhhh tokopedia taik,-1
282,"Topup gopay gk masuk, mau checkout bayar pake apa? Auto uninstall, pindah kesebelah",-1
283,"ada penipuan di tokopedia yang meminta kode verifikasi,, tolong pihak tokopedia di perketat keamanan privasi",-1
284,"Tadinya aku suka pakai tokopedia,belanja apa aja pasti disini,tapi tidak tahu kenapa paylaternya di blokir,sedangkan tidak pernah telat bayarnya...ya dah mau gimana,hapus saja aplikasinya.thanks.",-1
285,"Tokopedia sekrng udah pelit voucer,udh mls memakai tokped,",-1
286,"Alamatnya udh bener titiknya kenapa malah jauh banget ya .... fix harus diapus fitur titik nya itu, biar ga nyusahin",-1
287,"Setelah update malah aneh, buka ulasan dan pesan harus nunggu proses download dan pasri gagal. Aplikasi error dari sononya. Komplain paling dijawab gtu"" aja. Terlalu banyak biaya gak jelas. kena tambahan 3.000 cuma buat tambahan yang sebenarnya udah didapat dari seller..",-1
288,Gratis ongkir' tp masih bayar 27k 🗿,0
289,"aplikasi jelek, paling jelek. Jauh dibanding apk sebelah",-1
290,aplikasi ini sangat bagus sekali,1
291,aku terbantu banget makasih loh,1
292,membantu,1
293,Tolong tambahkan metode pembayarannya agar lebih mudah untuk membeli barang.,1
294,"Lucu lu , ngasih promo giliran dipake kodenya gabisa lucu lu bener bener",-1
295,ok mantap dapat potongan dengan gopay,1
296,"Katanya free ongkir tapi nyatanya tetap membayar ongkir sangat mahal, saya tinggal sulsel ongkir 70k tapi ada ongkir hanya membayar 30k tapi sekrang tambah mahal dari 70k jadi 45-55k",-1
297,"Saya sudah berlangganan Tokopedia dari 4 tahun lalu. Baru kali ini, paket saya tidak pernah sampai. Di keterangan paket sudah sampai di tujuan. Dengan penerima saya sendiri. Padahal di jam itu saya tidak ada di rumah. Saya tanyakan ke istri, adik dan ayah saya tidak ada paket datang. Saya lihat foto di aplikasi Tokopedia. Paket difoto di atas meja kayu tidak orangnya. Saya komplain 9 hari. Dapat keterangan diinfokan dari kurir paket sudah diterima. Ini bukan COD, saya sudah bayar",-1
298,Aplikasinya berat,-1
299,Kenapa sekarang proses pembelian unit di reksadana sekarang lama banget!,-1
300,bagus dan cepat prosesnya,1
301,Tokped kenapa saya ga dikasi otp gopay laternya?katanya disetujui..tp ga bs di pakai,-1
302,Cara bayar COD gimana sih ribet amat,-1
303,"Saran aja pembulatan emas masuk setelah biaya aplikasi dkk, masak udah dibulatkan jadi keganjel nambah 3 ribu buat biaya aplikasi",-1
304,"setelah masa proses di tambah pengiriman jadi lama, udah 2 hari pesanan masih proses blum di kirim2. waktu masih 24jam proses mah cepet, paket dateng juga cepet. tolong di balikin lagi seperti dulu masa prosesnya.",0
305,"Biaya ongkir mahal,, skarng ga sesuai dgan nilai barang atau berat yg kita beli..👎👎👎👎👎",-1
306,"Mau bayar gopaylater, duit udh ada mau bayar tp ga bs ngebayar, gmn klo lupa atau keburu kepake duitnya aplikasi aneh. Orng udh niat mau bayar malah di suruh nunggu, lupa orang nanti malah kena denda. Betulin lg aplikasinya ga berkah lu makan duit riba",-1
307,"Dulu sering klo belanja selalu di toko hijau ini, tp sekarang terlalu banyak biaya ini itu jadi udah ga berasa lagi tuh gratis ongkirnya, akhirnya beralih deh ke toko sebelah, coba dong tokped kaya dulu lagi, klo ga lama² pelanggannya akan pindah ke toko oren 😅",-1
308,Tokopedia biaya ongkirnya mahal2,-1
309,Wahh gimana nihh Apk ToPed..?!?!? Mau gunakan Apk ini malah di minta di Update.. setelah di Update (sampai 3 kali) masih tidak bisa jg digunakan.. What Happen..??? Tolong di FU untuk hal2 seperti ini untuk Kenyamanan n Kepuasan kita sebagai Pengguna... Just that's It.. Thx n GOD Bless,-1
310,diandalkan selali,1
311,Gk jelas dan merugikan.udh top up gopay buat blnja.akhir nya uang trtahan di gopay.krna transaksi di batalkan sepihak,-1
312,Ini kenapa sekarang pembayaran harus bank semua gabisa jne,-1
313,Jadi aga malesss belanja di sini..skarang belanja kena biaya aplikasi 2rb+ biaya layanan 1rb...app sebelah free ongkir+ cashback...,-1
314,Kebanyakan update bikin berat hp. Sekarang ada biaya penanganan di cod udah kaya shope makin jelek,-1
315,mantab,1
316,Dengan adanyaToped sangat membantu 👍👍👍,1
317,"Kurir anteraja BANGSAATTT, MONYEEEETTT, ANJINGGGGG",-1
318,"Sudah 2 minggu pesanan belum sampai, tidak ada keterangan dari kurir....payah👹👹",-1
319,"Mau checkout gak jadi ,males , ada dana siluman, mending ditoko biru josss 👍",1
320,Makin ga ada promonya.. pake biaya jasa layanan.. dan biaya jasa aplikasi 😁😁😁..,-1
321,"Aplikasi terpayah dapet voucher disc top up, tpi sekalinya transaksi langsung dana di refund alias gagal chuakzzzzzz unistalllll!",-1
322,banyakkkk promo 👍👍👍👍👍,1
323,"Toko online yg sangat bagus, cocok buat keluarga cempaka 👍👍",1
324,Bagus terpercaya,1
325,Aplikasi rusak sering elor ngga jelas,-1
326,"Belum pernah ngrasain rp 0""- dari toped, biaya tambahan penanganan banyak sekali, percuma barang murah selisih 1-5rb tp hasil akhir malaj cenderung lebih mahal.",-1
327,"Lupa pasword akun aja ngurusnya ribet, ga kayak shopee. Masa keterangannya nomor ga terdaftar di WA, Padahal terdaftar. Alhasil gabisa konfirmasi kode. Aplikasi apaan begini !",-1
328,Pemulihan aplikasi WhatsApp messenger,0
329,"fitur tukar tambah, pas pengecekan hp loadingnya gak selesai selesai, padahal signal normal.",-1
330,akun saya kemarin terhapus.pas saya aktifkan sudah tidak bisa,-1
331,Soal voucher kenapa akun saya ini tidak pernah dapat voucher ongkir? Sekalinya dapat.. giliran di pesan tetap aja bayar lebih mahal ..hadeuhh Kalau gak pake ceria ceria paylater.. gak akan saya pakai apk belanja ini🤦😤,-1
332,"Ongkirnya aneh samajuga bohong, percuma dpt gratis ongkir juga. Kalah sama Plat BIRU",0
333,"Mudah2an dapat rezeki, a m i n",1
334,Pekerja tokopedia isinya para kadrun sampai mitra logistik juga para kadrun mereka bekerja semaunya Mereka sangat membenci singapura pemilik tokopedia Saham tokopedia anjlok Sengaja tidak dibuat sesimpel lazada Harus pakai 2 nomor untuk dapat promo Tak perlu diperbaiki baik mitra kargo isinya ya para kadrun mereka bekerja semaunya,-1
335,semoga bermanfat,1
336,"Bener2 kecewa sama sistem retur tokped. Isinya cuman suruh nunggu, jelas2 penjual tidak bisa kooperatif. Masih suruh nunggu yang ga tau kejelasannya akan gimana. Hati2 sekarang mah beli disini.",-1
337,"Tokopedia bikin ribet,ada biaya layanan,biaya jasa apk,biaya tambahan, tolong dong diperbaiki layanannya",-1
338,"Pengen belanja ditokopedia lagi tapi sekarang ada biaya jasa aplikasi segala lah udh ada biaya layanan juga gk jd murah dehh ,meskipun dikasi vcr diskon dr toko agak kecewa sih",-1
339,Kupon pengguna baru gak bisa di gunakan😤,-1
340,"Makin kesini banyak biaya tambahan (ada biaya layanan, ada biaya aplikasi) cashback banyak tak terpakai lantaran harus memilih mau ambil cashback atau gratis ongkir? Padahal saya langganan plus tp benefitnya cm gratis ongkir aja tak terbatas padahal saya berharap dengan langganan plus dpt gratis ongkir plus bisa pakai voucher cashback secara barengan tp ternyata tidak next saya tidak akan perpanjang layanan plus naik dari 150ribu ke 180ribu. Kemunduran yg sangat signifikan.",-1
341,tokopedia mantabbbss👍👍,1
342,"Koq,sekarang Aplikasinya sering Update",0
343,"Dikatakan ada promo potongan harga khusus pembayaran Kredivo senilai sekian persen mengikuti harga barang. Memang benar setelah saya coba ada potongan harga senilai 40an ribu. Lalu saya coba check out pilih pembayaran, tapi ternyata harga berubah lagi dan membengkak. Mulai dari biaya layanan, biaya jasa aplikasi dan ""Biaya Lainnya"" sampai hampir 100 ribu. Jadi dimana promo potongan harganya? Benar-benar S3 marketing 👍🏽. Sekarang wajib teliti sebelum menggunakan promo dalam bentuk apapun.",-1
344,Tokopedia saya kecewa,-1
345,enak dan nyaman kl ada duit...,0
346,mudah dan menarik,1
347,"dulu takut dan ragu pakai tokopedia, setelah memberanikan diri untuk coba sekarang jadi sangat terbantu Tokopedia, terimakasih tokopedia",1
348,mantep,1
349,aplikasi yg membentu untuk memudahkan belanja tanpa harus keluar rumah ..hemat dan menguntungkan,1
350,Aplikasi tidak bisa di download?,-1
351,"Memberi saran aja, kalo bisa rating toko sama rating ekspedisinya lebih baik di bedakan. Krna bnyak kasus barang bagus tapi datangnya lama, jdi bingung mau memberi rating full trkendala sama lamanya waktu barang datang. Sekian",0
352,"Aplikasi sangat merugikan,, saya cekout udah di transfer eh malah mendadak di batalkan, dan gobloknya di aplikasi ini itu ya uangnya tidak bisa di tarik dan harus menunggu beberapa hari ,,,kan sangat merugikan,nyesel udah instal aplikasi ini mending aplikasi yang di sebelah dah hufttt pengalaman paling burukkkkkkkk mana pengembalian nya tidak sesuai waktu transfer lagi di kuranginnnn",-1
353,pokok e sipp semua jadi gampang,1
354,Ubah...sekarang dipaksa bayar proteksi produck,-1
355,Hp saya samsung a 8 plus kok dak bisa instal update ya... mohon di perbaiki... trimz,0
356,"Saya kasih bintang 1 karena penjual gak mau nerima retur barang saya,nanti saya kasih bintang 5 kalau tokopedia sudah bisa ngebantu balikin uang saya",-1
357,Sangat membantu...,1
358,"Push notif terlalu berlebihan setiap hari, sangat menggangu. Coba contoh aplikasi orange!",-1
359,"sangat baik, dan mudah",1
360,pelayanannya bagus sekali dlm penukaran dana,1
361,kalau ad ranting setengah gue kasi setengah ni tokoh pedia jelek bangettttttt.. pkoknya jangan didownloaddd.,-1
362,"Pengiriman lama bngt kecwa,toko nya jga gak pada respon",-1
363,Sudah mulai mahal ..... gak jelas banyak biaya ini itu. Maaf mendingan ke shopee ajA,-1
364,"Mulai mengurangi transaksi di toped,terlalu gede biaya aplikasi,3 ribu,pindah aja ke sebelah , Lazada, Blibli",-1
365,puas,1
366,Kurir rekomendasinya pada buruk ngaret.,-1
367,Pengen Tokopedia seperti dulu lagi Banyak promo nya dan kuota bebas ongkir nya tidak termasuk dalam promo belanja. Bebas ongkir dan promo terpisah Tokopedia saya sudah satu tahun di nonaktifkan cod. Sampai sekarang COD nya masih belum bisa digunakan 😔,-1
368,"Dear tokopedia ,saya cari rokok keluarnya gelang,cari rokok lg keluarnya alat sex,kenapa......ini toko apa",-1
369,Biaya jasa aplikasi Rp 2000. Biaya layanan Rp 1000. Ongkir Rp 0. Sama aja bayar ongkir 3000😅,0
370,barang berkualitas dan seller yang jelas hanya bisa saya temukan di tokopedia 👍,1
371,"Aplikasi ngga guna, mau login akun gabisa mulu. Kata CS nya FRAUD, coba padahal login di perangkat yang sama, email juga atas nama sendiri gimana jadi FRAUD coba. SISTEM RIBET, BARANG-BARANGNYA JUGA NGGA VARIATIF. Sorry to Say mending pindah ke SHOPEE",-1
372,Kenapa saya tidak bisa download Aplikasi Tokopedia?,-1
373,Saat mau daftar sangat sulit jadi bintang 1 dan saat checkout baru dikemas gw batalin eh besoknya sampe makanya kalian jangan instal tokped mending tiktok shop daftarnya mudah ongkirnya gk bayar pengirimannya cepet semua barang ada gk kaya tokped untuk saya saya saranin jgn pake tokped pake yang lainya aja ya untuk yg pertama kali beli online jgn download tokped akhirnya saya ganti apk BAY TOKPED,-1
374,cukup bagus,1
375,"Ongkir terlalu mahal ,pengirimannya lambat betul lagi.kita sudh bayar mahal""ongkir pengiriman ya lelet lagi,gk rekomendit",-1
376,Kenapa tidak bisa install tokopedia ? Sampai saat ini masih tdk bisa diinstall kenapa ya?,-1
377,"Biaya aplikasi makin gede aja setiap transaksi, seribu rupiah okelah, lah skrg malah 2 ribu rupiah",-1
378,Sekarang Tokopedia gak bisa COD,-1
379,"Tokopedia semakin menurun. Beriklan aja percuma kayak buang"" Uang aja. Masalah penjual & akun di hack aja ga terselesaikan. Malah minta biaya apa gt. Sy jadi nombok, mau pake jualan malah dana penjualan saya ga bisa di tarik. Di tahan sama pihak tokped. CS nya aja lama banget bales, kayak sudah tdk ada CS. Chat siang, balasnya bisa malam. Bener"" Merosot tokopedia, beda dgn ttahun"" lalu loh. 😡",-1
380,Waduhh total ongkirnya malah jadi lebih emang bener bener boros,-1
381,"Berat anying aplikasinya , ,buka metode pembayaran Gagal(Promo Ilang) , , Bayar juga Gagal(Promo kedua Ilang) . . .pea nih aplikasi",-1
382,"Barang ori dan berkualitas di jamin, tapi sedikit varian yg bisa di temukan, barang yg di cari slalu tidak ada",0
383,proses mudah dan cepat,1
384,"aplikasinya bagus sekali, sangat memuaskan.",1
385,Saya sangat suka sama toko pediaa,1
386,baik,1
387,"Semakin buruk, respon lambat,, segala hal di tambah beban biaya yang mahal, kurir gratis ongkir lelet, order hari ini 2 hari kemudian baru di pick up. Mending di bukalapak respon cepat",-1
388,Belanja 20rb gratis ongkirnya g' pernah berlaku lagi. 😏 Harus di atas 50rb.. Kalu di shoppe ttp Ada gratis ongkirnya walaupun belaja di bawah 50rb.,-1
389,memberikan solusi kemudahan dalam berbelanja,1
390,Males nya pesan di tokopedia sering di batalin pesanan nya,-1
391,Oke mantap Guys,1
392,cepat tanggap,1
393,Ya bagus,1
394,cepat dan akurat .... bravo sukses selalu,1
395,bagus,1
396,Sangat menyukai,1
397,Masa mau beli online hrs bayar jasa aplikasi. Wkwkwk lucu kak.. Yg namanya orang beli online ya sipembeli cukup bayar biaya COD.. Bukan udh bayar COD hrs bayar biaya aplikasi.. Hadeh,-1
398,Kecewa parah!!!..promo gratis ongkir sampai 40k hampir punah..belanja min 20rb gratis ongkir hanya mitos!!..gimana dong makin kesini malah promo makin ampas gini..ayo dong toped berbenah balik lagi kaya dulu dong!!,-1
399,Terima kasih sudah merespon keluhan dgn cepat dan terima kasih juga telah memperbaiki sistem dgn sangat cepat. Ku kembalikan bintang 5 nya karena ADMIN langsung menanggapi dan sigap terhadap pengguna.👍👍👍👍👍,1
400,Kmaren nge share link toko affiliate dpt komisi pas nge klik. Ini yg klik dpt banyak ga dpt komisi anjay🙃,0
401,Banyak bgt biaya2 jadi piki2 kalo mau belanja,-1
402,puas,1
403,terimalasi,1
404,"Skarang gratis ongkir di tokped cuma bisa 3x dan itupun dikurangin jadi 20rb aja, kecewa banget",-1
405,"Gw kasih bintang 1 biar kapok masa gratis ongkir nya sekarang min belanja 50 ribu Mulu , ada min 20rb tapi barang tertentu gak kyk dulu",-1
406,Sinyal full aplikasi lain lancar jaya kenapa leletnya minta ampun dan gratis ongkirnya gak banget untuk daerah luar jawa sicepat gerai sedikit lambatnya minta ampun,-1
407,Banyak pilihan barang dan aman bertransaksi,1
408,"Jujur agak ribet tahapannya dibanding yg lain, utk msalah voucher gratis ongkir juga radak bingung saya, , udah cek out malah dibatalin otomatis meskipun dana sudah di refund. .tpi hangus sdh voucher nya. .",-1
409,simple murah,1
410,pelayanan sangatlah bagus dan cepat,1
411,"Tolong ongkir nya bisa lebih di ringankan lagi min, itu aja sih, yg lain nya udah oke semua terimakasih 🙏",1
412,apa sih ini apk mau dibayar malah loading terus jadi gak bisa beli barang disini,-1
413,"trimakasih tokopedia,Sudan bekerja sama dengan program prakerja",1
414,Naik lg biaya layanan ato apah. Pindah aja ah ke sebelah,-1
415,"Maaf, saya sebagai pengguna lama sangat kecewa dengan banyaknya biaya tambahan yg SEHARUSNYA tidak pernah ada ketika Checkout. Kalau mau bangkrut, jangan seenaknya membebani konsumen dengan BIAYA GHAIB yang tidak ada manfaatnya untuk pembeli. Terima kasih dan selamat tinggal untuk Olshop Tokopedia.",-1
416,"Kurir gratis ongkir lelet kayak siput. Estimasi nyapun berubah ubah, gak jelas....",-1
417,Tokopedia juara,1
418,"Tolong dong untuk jasa pengiriman yang bermasalah, atau lelet dalam pengiriman jangan d pakai atau di sediakan, kasian pelanggan yg gk tau jasa perngirimanya lelet seperti antaraja barang pesananya jadi terhambat,",-1
419,"Ruwet banget ditokped banyak banget biaya² lainnya,banyak voucher yang gk bisa dipake padahal udah memenuhi syarat.",-1
420,"Kenpa tidak ada nomo unutuk menghubungi CS... Saya mengalmi kesulitan untuk pengembalian uang saya... Barangnya sudah saya bayar lunas, tapi barang tidak di kirimkan malah di cancel pengiriman tapi status barang sudah selesai dikirim,.... Aplikasi apa ini!!! CS pesannya lemot kerjanya, udah dua berjam"" saya tunggu untuk komplain hany bilang masih di cek!!! . Parah nih aplikasi sumpah . Padahal saya ber investasi ke SAHAM GOTO kalian...!!!",-1
421,saya bingung belanja d tokpedia.. cod g bisa paake debit g bisa.. hadeuuhhh percuma banyak promo y tp g bisa cekout.,-1
422,"udh ga like, kebanyakan ga bisa cod hdeh",-1
423,Lambat dan menjadi ribet,-1
424,"Gabisa pake aplikasi versi sebelumnya,,harus selalu update ,,ribett👎",-1
425,Mantap,1
426,tiba2 cash back d batalkan setelah transaksi selesai... sesuai ketentuan poin M... poin yg mana yang bsa membatalkan vocer cash back... penipu,-1
427,Pengaturan alamat buruk,-1
428,"Tambah lemot, padahal internet ok buat buka aplikasi lain",-1
429,bagus sekali,1
430,"gopaylater udah rajin bgt bayarnya,tpi knp gk masuk saldo lagi.jadi nggk bisa digunakan.padahal sangat membantu pembayaran karna gk bisa keluar rumah",-1
431,mudah dalam mencari pilihan toko,1
432,Trimakasih tokopedia...pengajuan dana tunai saya di KP telah disetujui...smoga Toped sukses selalu...💕,1
433,knp yaa limit bayar by virtual account cuma 30 menit? sebelumnya lebih parah lagi belanja cuma 5 jtan dikasih limit bayar cuma 5 menit. anehhhh.. gmna mau bayarnya jika dilakukan pakai cash management perusahaan kan butuh waktu untuk proses rilis,-1
434,P bang jawab donk bang gw dah kasih ☆5 nih bang.!,1
435,baru pertama belanja disini pengembalian uang dari pembatalan sangat cepat prosesnya,1
436,Aku kena tipu tapi dari tokpedia tak ada respon sangat mengecewakan dan merugi kan,-1
437,Baik,1
438,Harga dan barang tidak mengecewakan,1
439,"Maaf ya..rating terpaksa saya turunkan karena aplikasi sering offline gak jelas (tidak kenal jaringan internet). Malah notif menyalahkan mengatakan kalau tidak ada jaringan, termasuk cs toped nya juga.",-1
440,bagus sangat membantu,1
441,sangat membantu saat blnja barang2 bangunan dan rada berat🤭,1
442,penipuan,-1
443,"Aplikasi penipu berkedok e-comerce jangan pernah percaya berjualan di sini, barang sudah di terima oleh pembeli masa pas pengen narik saldo atas jualan saya sejumlah 2.980.000 yang sudah di beli tidak bisa, malah akun saya di nonaktifkan ,pokoknya jangan pernah kalian kalian download ni aplikasi, ini aplikasi penipu bener bener..",-1
444,Berkualitas,1
445,bagus dan sangat membantu,1
446,Pengiriman lama,-1
447,"saya baru pertama kali menggunakan tokopedia, sangat mudah dan bayak toko reseller nya.",1
448,"Kurir rekomendasi yg tidak bisa dilacak, sampe komplain dan jadi nya cancel karena batang tidak sampe, uang nyangkut di system mau beli lagi nungu yg g jelas, sy pelanggan lama tokped, ada tambahan biaya aplaksi ada biaya harus nya ada effort karena kita bayar biaya aplikasi, aktual nya eror aplikasi nya, auto ganti ke ke SHOPEE / LAZADA",-1
449,"Lambat penanganan komplain saya download aplikasi ini karena mencari aplikasi yang bagus dari yg orange, tp aplikasi sama aja, barang pesanan hilang, lama sekali penanganan nya. Prosedur sdh semua di lakukan, cuma jawabannya menunggu saja.",-1
450,Banyak centang centang males wkwkw,0
451,"Biaya penanganan terlalu besar, jadi berasa percuma gratis ongkirnya",-1
452,mudah,1
453,Kamu yang dulu bukan kamu yang sekarang,0
454,Tokped sekarang ini udh gak asik Promo tidak bisa digabung juga biaya jasa layanan malah naik,-1
455,"Ga usah jadi kaya si oren lu, ada biaya layanan sama biaya jasa aplikasi . Dulu dulu ga ada begituan , sekarang knapa jadi ikut""an?!",-1
456,semoga tokopedia semakin jaya maju dalam pelayanan,1
457,tidak ada perubahan. dari dulu sampai sekarang kinerja dr tokopedia tdk maksimal.,-1
458,Aplikasinya berguna buat belanja,1
459,baru nyobain pake tokopedia,0
460,Cara masuk ketokopedia,0
461,Ongkirnya semakin mahal,-1
462,"membantu sekali, lancar",1
463,Kenapa ga bisa pake WIB,0
464,"Gimana? Udah keliatan kan aslinya kapitalisnya? Gila sekali cek out barang bayar 3rb sendiri nglebihin jasa parkir, batalin aja deh aturan itu atau lama2 pada pindah toko sebelah, terlalu kapitalis",-1
465,"Team Management sptnya ganti dgn kebijakan baru terlalu banyak biaya layanan, pdhal Fee Seller sdh lumayan besar kenaikannya, gk akan bertahan jka orientasi CUAN trus NRW TOKPED, Mending di blibli dan shopee skrang",-1
466,"Kenapa si Tokopedia lama-lama, cuma mau beli doang partner internal error aja, gak ad promo dll loh, kenapa?",-1
467,"Biaya aplikasi 1000, biaya jasa layanan 2000 wkwkwk lebih mahal dari sopi coyyyyy",-1
468,toko pedia gak ada chasbacknya. semenjak gopay punya aplikasi sendiri. males les jadi nya beli di apk oren,-1
469,"Calon2 uninstal nih, belanja 20rb..kena biaya 2rb. Mana skr udah ga seroyal dulu ksh free ongkir gosend. Pdhl dulu andelan bgt krn pengiriman lbh cpt dr toko sblh 😔",-1
470,bagus banget,1
471,seneng banget sangat membatu dan praktis,1
472,"Saya adalah Member Gold di Tokopedia dan pengguna aktif dengan transaksi pertahun bisa lebih dari 100jt, sedikit lagi Up jadi Member Platinum. Tapiiiiiii,, kok Program Gratis ongkir dari 40rb berubah jadi 20rb ya,, biaya ongkir rata2 jadi 35rb dengan tujuan Kalimantan Barat. Member makin loyal kok makin di manfaatin yo? Silahkan evaluasi wahai Tokopedia. Izin hapus apps, dan izin hapus akun permanen.",-1
473,"Terima - kasih..., terus tingkatkan kepercayaan masyarakat terhadap toko online...",1
474,"Penarikan dana jumaat,Sabtu n mnggu kaya ny ribet bgt dah,dr bulan kmrn kirain udh ada perbaikan,tw ny kg jg.payah Butuh duit buru2 tp suruh nunggu 2x24 jam.",-1
475,Makin cepat,1
476,Banyak promo,1
477,Baru mau nyuba aplikasi ini kalau bagus belanja di sini saya tambah bintang nya,1
478,Mantap,1
479,Simple dan mudah,1
480,"Mudah,, aman & nyaman.",1
481,sangat puas berbelanja di toped,1
482,Dengan alasan apapun serius ini aplikasi merchant pesanan saya sekeluarga di batalkan semua serentak . Alesanya melanggar ketentuan pemanfaatan voucher untuk akun baru wkwkwkwkw . Padahal saya ngajak keluarga make bertujuan untuk lebih mempermudah membeli . Alamat kita satu rumah masa iya harus berbeda tempat . Fix gak akan saya pakai lagi merchant mu,-1
483,"makasih ya tokopediaa.. ternyata sekarang banyak yang murah, maju terusss oke! (Ini komen 2022) (Ini komen 2023, makin maju ternyata👏👏) Tokped tengkyuuu udah ngadain gofood di apk nyaa, jadi hemat ruang deeeh💚, toko pedia the besttt😍",1
