,review,sentiment
775,"Paling lancar, pilihan banyak banget, aplikasi sangat enak dipakai, website nya juga enak dipakai, cara pembayaran buanyak! Jarang ke toko lain. Best!",0
816,"Bebas ongkir, ada cashback, jadi bisa dapat harga super murah",0
946,gw cari apa aja di tokped ada 👍,0
713,"Tokopedia favoritku sejak dulu. Harga ok, layanan ok. Top",0
662,Mempermudah segala urusanku,0
370,"Seamless transaction, cepet, reliable. Mohon awasi juga peredaran barang palsu/KW/counterfeit.",0
308,Algoritma pencarian produk perlu diimprove lagi,1
750,Semoga semakin sering cashback nya 😆,0
285,Mudah prosesnya dan tokonya bisa dipercaya,0
893,Guampang banget mudah di gunakan ga ribet pelacakan pesanan jga enak banget apalaginyg instant bisa live di banding satunya hehheheh,0
692,Tokopedia banyak pilihan reliable,0
513,"Aplikasi yang sangat membantu sekali.. semakin mudah untuk pengaplikasiannya,, 👍🏻👍🏻👍🏻👍🏻",0
907,Sangat responsif dan ramah serta terpercaya dalam transaksi,0
353,Gak ribet penuh dengan segala informasi.,0
179,Banyak metode bayarnya.,0
266,Mudah bertransaksi dan aman.. banyak promonya..,0
318,Suka banget transaksi di tokped,0
601,"Mudah penggunaannya, engga ribed di mata, respon juga kilat.",0
854,Mantep udah 5 tahun pake,0
313,Semoga barang yg dikirim kualitas bagus (original philips) dan dibungkus tebal agar tidak cacat,0
