,review,sentiment
783,"Sukses terus, sejauh ini suka dgn tokopedia krna promo ongkir/cashback tdk dgn pembayaran tertentu, semoga terus begitu ya biar berkah 👍🏻",1
784,"barang bagus, sesuai dengan pesanan",1
785,Sesuai,1
786,"Dari semua Ecomm menurut gue Tokped yg paling lengkap dan bagus kurasi nya utk local brand.. selain itu opsi pengiriman nya juga jelas dan simple

downside nya Tokped adalah CS nya pake robot jd suka muter2 jawabannya",0
787,"Tampilan apps bikin pusing, ngga user friendly, lebih simple pake apps sebelah",-1
788,Luar biasa banyak wejangan2 yang ciamik 🙏,1
792,"Biaya transaksi naik 3.000, bebas ongkir ga ada dan promo dipersulit. Tokopedia plus juga rugi. Tolong itu ga usah MARKETING sewa artis korea, dananya untuk PROMO PENGGUNA LAMA aja. Jgn kebanyakan dana marketing tapi pengguna lama ga diperhatikan.👎👎👎👎👎perbanyak promo cashback!!! Berulang kali minta bintang…. ⭐️",-1
793,Sofar membantu dalam setiap keperluan baik urgential atau keperluan lainnya,1
794,Transaksi rekber yg bisa diandalkan. Salut buat pengiriman gratis dari gosend 👌👌👌,1
795,"Lepas aja saham sama goto cuma beban doang, dr dulu tokped udah berjaya sendiri",-1
796,Anjayy slebeww,0
798,Lebih praktis karena bisa dari rumah,1
800,"Rapi, nyaman, gak ribet, perform aplikasi mantap",1
801,Diskonnya jelas tidak muter-muter,1
802,"Terpercaya, gampang pembayarannya, banyak jenis barang & jasanya",1
803,Bagus pokoknya,1
805,Mudah dan aman dalam bertransaksi,1
807,"Platform belanja online paling didepan, banyak keuntungan : toko point, gratis ongkir Terus tingkatkan fasilitasnya dan manjakan user supaya user semakin nyaman .. SUKSES BUAT TOKPED👍👍",1
809,"Banyak pilihan reseller, banyak promo, banyak cashback",1
810,Super,1
811,Harus dijunjung tinggi,1
812,Tapi Klo Bisa harganya murce dikit ding Kyk toko sebelah ☺️,0
813,Pastinya!,0
814,Mantap bestttt,1
816,"Bebas ongkir, ada cashback, jadi bisa dapat harga super murah",1
817,Aman dan nyaman dlm bertransaksi di tokopedia,1
819,Mantap jaya! Tokopedia makin banyak fitur & pilihan,1
822,"Aplikasi merchant online paling gampang, paling keren dan paling memudahkan kehidupan modern",1
824,keren sangat membantu terima kasih Tokped,1
825,Sangat lemot pada saat pembayaran,-1
826,Belanja hemat & memuaskan ya di Tokopedia...,1
827,Cara mudah belanja online dengan reputasi yang baik....,1
828,"Kalo dulu bisa pilih promo sebanyak 2 kupon. Sekarang cuma satu,disuruh milih gratis ongkir atau cashback coin. Lama-lama ilang dah promonya",-1
829,Mantap lah,1
830,Keren pokoknya. Beda sama si oren🫣,1
831,cocok banget buat kebutuhan akan beol,1
832,"Aman, cepat dan tanggap",1
833,Filter sewaktu cari barang sangat baik. Jg bisa lgsg pilih alamat pengiriman sewaktu cari barang biar bisa lgsg tau ongkirnya berapa. Toped semakin improve & user friendly dibanding apps belanja lainnya,1
834,Mantap betulll,1
837,"Paket belum di terima tapi di aplikasi paket sudah di terima, sudah bertanya ke keluarga dan tetangga mereka pun belum melihat kurir yang bersangkutan, kurir di hubungi sama sekali ga ngerespon. Ga ada solusi dari reseller dan penanganannya butuh berhari-hari dalam pengembalian dana.",-1
841,"Sangat memuaskan, salam MRC “Mutiara RentCar” rental mobil yg berlokasi diciputat 081282122008",1
842,Memudahkan pembayaran,1
844,aplikasi nya bagus dan mudah digunakan,1
845,Belanja cepat dan mudah,1
851,Suka dengan sistem TokoPedia yang komunikatif serta membuat pengguna aplikasi aman dan nyaman Keep up the goodwork 👍🏻,1
853,"Promonya downgrade cuy, toped jadi ga asik",-1
854,Mantep udah 5 tahun pake,1
855,Sesuai apa yg di jual selama saya belanja terimakasih,1
856,Terfasilitasi dengan baik. Nice!,1
858,Semoga aplikasi semakin ringan di ponsel keluaran lama 👍🏻,0
859,"Belanja di Tokopedia sangat menyenangkan, ecommerch terbaik favorit keluarga, Selalu puas belanja di Tokopedia, seller sudah pasti jelas bukan abal2, harga lebih terjangkau dan terlengkap 👍👍👍👍👍👍",1
860,"Udh merugikan seller dengan biaya toped, kupon gabisa double sm free ongkir, ada biaya layanan lg. Pindah ke blibli yg lagi bagus2nua",-1
862,"Ada jasa aplikasi yg awalnya tdk ada, rp 2000 trus naik rp 3000",-1
868,Makin banyak Promo dan cash back ya,1
871,Tepat waktu,1
873,Good job tokopedia teruslah berkarya dan tingkatkan kualitas pelayanan. Bless you,1
874,"Proses pembelian sangat mudah , pilihan lapak yang banyak dan semua kebutuhan / barang yang kita inginkan, semuanya tersedia disini.",1
877,Puas banget proses nya mudah tidak ribet,1
878,Aplikasi mudah digunakan dan banyak promo menarik 👍,1
879,Solusi jelek banget dan memaksa👎👎👎👎👎,-1
881,"Kebanyakan pembeli mengeluhkan dengan biaya administrasinya yang tinggi, terutama dengan adanya biaya aplikasi sebesar 2000",-1
882,Singkat Jelas Cepat dan praktis,1
883,Proses mudah,1
885,"Paling percaya dan yakin sama tokopedia , selalu bisa membantu sya jika ada masalah dengan penjual. Terima kasih tokopedia",1
886,Selalu ngehang app-nya saat mau ubah produk.,-1
887,"Maksa bgt byr pake gopay 🤣 kalo ga pake gopay kena lg biaya layanan. Masa mau checkout 1 pesanan aja hrs kena 2 biaya. Ga besar sih nominalnya, tp lama2 jadi males belanja di tokped 🤞",-1
889,Aplikasi top banget,1
891,Bayar BPJS Kesehatan,1
892,"udah langganan pake tokopedia untuk bayar bpjs, tv kabel, paket data sampe pulsa. cashback nya menarik bisa buat tambahan diskon .. Asyiiik! ^~^",1
893,Guampang banget mudah di gunakan ga ribet pelacakan pesanan jga enak banget apalaginyg instant bisa live di banding satunya hehheheh,1
896,"One stop online shopping, tingkatkan terus performa & inovasi utk pelanggan",1
897,sangat memuaskan,1
899,Terima kasih banyak,1
900,Belanja gak ribet lagi..semua ada,1
901,"Beberapa kali mengajukan komplain di Tokopedia tidak mendapatkan penanganan yang netral, lebih berpihak kepada seller dan upaya memberikan solusi kepada pembeli cenderung minim dan tidak ada fitur chat untuk diskusi interaktif",-1
904,"segalanya jadi lebih mudah, simple, dan aman. dari awal pake tokped, ngerasa safe banget karena proses transaksi aman gitu deh!!",1
905,Cukup bagus dan lancar pengirimannya,1
907,Sangat responsif dan ramah serta terpercaya dalam transaksi,1
908,Selama ini belanja di Tokped tidak mengecewakan dan sesuai dgn deskripsi toko,1
912,mantap banget gak mau ke olshop yang lain,1
914,Sangat memudahkan dan kualitas barang & layanan terjamin.,1
915,Pemakaian mudah,1
918,Barang,0
919,Puas Banget,1
920,Bagus Toped. Tidak pernah mengecewakan,1
921,"Make a better, masih bisa lebih baik lagi",1
923,Banyak biaya tambahannya. Selain itu oke.,-1
924,Cukup puas walaupun pernah di kecewakan,1
925,Mantap lah pokoknya,1
926,"Makin lebih aneh dari shopee. Kurir tertentu sudah dinonaktifkan kok malah tetap aja dipakek! ! Ambigu. Kalo di shopee, kurir sudah dinonaktifkan maka otomatis tidak akan ada pesanan yang dialihkan ke kurir tsb. Beda dgn tokopedia, yg tidak konsisten.",-1
928,Terima kasih Tokopedia,1
929,Saya sebagai penjual danmpembeli selalu menggunakan tokopedia. Transaksi aman,1
932,Lumayan membantu,1
934,Tingkatnya promo yg banyak terus amin,1
935,Waaahhh puas bangeeettt!!!,1
936,Penasaran mau coba,0
938,Pembayaran dengan OVO points sangat membantu,1
939,Pelayanan cepat,1
940,Pemesanan2 berlangsung aman dan baik. Penanganan complain juga sangat baik.,1
942,"Bru tau ada fee jasa aplikasi,sebelumnya gada",0
943,Mudah dan terpercaya,1
944,Baik,1
946,gw cari apa aja di tokped ada 👍,1
951,Top cari apa aja enak,1
955,Mantap!,1
956,Sy suka dengan aplikasi tokopedia baramg yg do tawarkan lengkap,1
957,Sangat membantu tinggkat pelayanan dan pengaman bagi customer,1
958,Metode pembayaran nya juara sih. Pake aja mudah dan cepat.,1
961,"Suka belanja di sini, aplikasi ok",1
964,Terimakasih program ini sangat membantu😍,1
965,"sangat mudah transaksi di toped, layout aplikasinya juga enak.

terpercaya so pasti.",1
967,Quick response dan kualitas barang sesuai foto,1
969,Selalu belanja dan bayar tagihan disini. Byk bonus nya 👍👍,1
970,Sejak tahun 2019 saya pake aplikasi tokopedia aman dan nyaman,1
971,Simple dan Aman,1
973,"System operasional Tokopedia sangat efektif, dan The Best 👍👍👍😘😘😘 Efficient mudah dipakai dan sangat adil. Thanks Tokopedia semakin Top di depan 🙏🙏🙏👍👍👍😍😍😍 Gak pakai aplikasi lain kecuali 1 saja Tokopedia 🙏🙏🙏",1
974,"Barang yang di beli semua sesuai display, kalaupun ada komplain, bisa respon dgn cepat oleh tokopedia sebagai penengah..ga salah sudah bertahun2 menjadi buyer disini👍🏻👍🏻top deh olshopnya☺️😊",1
975,Beli produk dari marketplace di tokopedia banyak varian dan lapak profesional,1
976,Suka dengan aplikasi ini tp kecewa naik harga jasa layanannya,-1
978,"pesanan sesuai, aplikasi yg memudahkan saya membeli segala keperluan",1
980,Banyak informasi baruuuu dari tokopedia,1
982,Keren sekali,1
983,App enakkkk mudah gak ribet,1
984,Pesanan tiba tepat wktu,1
987,Asiikk bgt belanja lake app tokopedia 👍🏼,1
988,Puas dengan sistim dan pelayanannya,1
989,"jual beli di tokopedia aman ,ngak pakai ribet deh",1
990,Aplikasi e-commerce yang sangat membantu kebutuhan saya dalam berbelanja...gud job,1
992,Cepat sekali jualah dsini.. thank tokped,1
994,Sangat memuaskan dan tidak mengecewakan. Terus berikan yang terbaik TokoPedia,1
996,Setiap beli online pasti pakai tokped,1
998,Toko pedia memang oyeee,1
999,toped ok bgt ada gratis ongkir lagi. terbantu bgt,1
1003,"Sangat membantu, memudahkan dalam pembelian sesuatu",1
1004,"Pertahankan kepraktisan, simpel cepat",1
1005,service yang memuaskan,1
1006,adakan paylaternya,0
1007,Terima kasih tokopedia,1
1008,Kalau bisa pembayaran melalui indomaret tidak ada batas maksimal,-1
1009,Sangat terbantu dengan aplikasi ini,1
1010,Mantab lah tokped,1
1011,Sangat memuaskan,1
1015,aplikasi yg sangat membantu,1
1016,Sangat berguna. Karena aku lebih senang belanja daring daripada ke toko biasa.,1
1018,Gratis ongkir dulu 0 rupiah sekarang tetap ada biaya,-1
1019,"Notifikasi di ios terbaru terakumulasi, setelah app dibuka notifikasi hilang, tpi nnti muncul lagi malah bertambah jumlahnya kalau ad notif baru muncul",-1
1020,Bagus dan mudah banget,1
1021,Msih nyaman,1
1023,"Setelah diupdate kenapa sering crash ya?terutama klo akses tokopedia now,begitu masuk ke kategori,lsg otomatis ketutup sendiri app nya.Mohon diperbaiki.Fyi,sy sdh pake ios plg update",-1
1025,Banyak promo gratis ongkir,1
