,content,sentiment
223,"Aplikasi gak bermutu topup gagal mulu, uang balik ke saldo refund, mau ditarik ke bank kena changer, 4x gagal mulu dahlahh",1
572,Anjeng mahal bet ongkir nya,1
970,"saya kurangi, riwayat pencarian tidak bisa di hapus. privasi gak aman👎👎👎",1
653,Mudah dan gampang operasinya,0
545,"Terima kasih prakerja, karna dengan adanya prakerja sangat membantu ekonomi keluarga di saat pandemi",0
582,"Gratis ongkir sekarang satu pesanan estafet beberapa expedisi, makin lama nyampenya,, dulu cukup satu expedisi bisa pilih yg paling cepat dan dekat dari rumah,, kecewaaaa",1
633,"Tolong ditinjau ulang rekomendasi kurir SI CEPOT yang rating nya cuma bintang 1 di play store, pelayanan nya buruk dan lemot update, apalagi pick up jangan harap, kasihan seller yang gercep terhambat kurir rekomendasi Tokopedia",1
176,"Transaksi sebagai seller selalu ada aja masalahnya, Fee nya gede, transaksi sampai rugi 60k pun gak ada solusinya.",1
665,baik,0
673,sangat bagus dan memuaskan sekali pokoknya,0
585,Guys aplikasi Tokopedia bohong barangnya GK benar apa2 udah batalin dasar bego Tokopedia,1
873,"Makin bertambah biaya2 ga jelas.. Biaya layanan, lalu jasa aplikasi",1
393,Ya bagus,0
163,"Kenapa aplikasinya tidak bisa di update ya, padahal storage juga masih banyak terus tiba tiba keluar sendiri mohon untuk diperbaiki developer nya.",1
248,toped mkin lama makin gk jelas sekarang ada biaya tambhan kurir 2000 tidak sesuai nominal di aplikasinya auto rate ...buruk gua kasih bintang 1 saja,1
634,"Saya kecewa .Saya udah 2 tahun ini pake Tokopedia karna jasa kirim yang ok .... tp semenjak abis covid jasa pengiriman dr si cepat selalu di terus kan ke jne , sehingga memakan waktu yg lama untuk sampai .... Saya kembali aktif belanja di shopee karna jasa kirim jnt lebih baik saat ini ,.... Saya belanja di tokopedia menggunakan gratis ongkir dgn sicepat sampe ke kalimantan tempat saya perlu 5 sampai 9 hari . Jika di shopee 2-4 hari .",1
885,Mengecewakan udah gk ada diskon lagi,1
669,harusnya khusus gopay ada diskon,2
375,"Ongkir terlalu mahal ,pengirimannya lambat betul lagi.kita sudh bayar mahal""ongkir pengiriman ya lelet lagi,gk rekomendit",1
412,apa sih ini apk mau dibayar malah loading terus jadi gak bisa beli barang disini,1
74,Parah mao belanja harus verifikasi ktp Gratis. Ongkir gak bisa pilih kurir Gratis ongkir ama kurir yang bermasalah Mao belanja jd tambah masalah,1
113,Update terus ..,1
598,"Skrng, klo belanja. ADA BIAYA JASA APLIKASI. dengan biaya 2 ribu. ga guna jga sih buat konsumen. yg ada malah lari ke shope/lajada/bukalapak",1
961,Di tahun 2023 ini jelek banget... info proses pengiriman barang lama update infonya...,1
390,Males nya pesan di tokopedia sering di batalin pesanan nya,1
104,Kendala yg tidak menemukan solusi chat gak di bales.. komplain juga terkesan di abaikan .,1
114,Biaya jasa apk setiap transaksi belanja Rp2000.. biaya admin top up Rp2000.. 🤦‍♂️,1
417,Tokopedia juara,0
525,semoga lebih banyak promo,0
457,tidak ada perubahan. dari dulu sampai sekarang kinerja dr tokopedia tdk maksimal.,1
409,simple murah,0
92,"Gila sih biaya jasa aplikasi 2ribu, pembeli ya pada kabur ke toko biru (LAZ), Apalagi banyak voucher nya dan gratis ongkir pastinya.",1
930,Kang tipu promo.. hati2 pengguna baru... Alasannya tokopedia berhak mencabut promo tanpa pemberitahuan dan blablabla.. wkwkwkw...,1
89,Update tidak bisa,1
336,"Bener2 kecewa sama sistem retur tokped. Isinya cuman suruh nunggu, jelas2 penjual tidak bisa kooperatif. Masih suruh nunggu yang ga tau kejelasannya akan gimana. Hati2 sekarang mah beli disini.",1
988,"Tokopedia mengalami penurunan performa dari mulai gratis ongkir yang tidak bisa digabung dengan cashback, biaya aplikasi menjadi 2rb, hingga loading aplikasi yang lama..",1
921,aplikasi yang lengkap dan sangat membantu,0
933,"Mungkin kalian sengaja bikin diskon pas di pake gagal lalu masuk saldo topedia pas di tarik ke bank bayar admin 2.900, terjebak rasanya. Mana 2 hari nunggu tidak masuk alasan hari sabtu minggu libur lah tolong kebijakannya di rubah lebih cepat bahkan sekelas shopee tarik itu gratis dan gampang ngk sampe 1 menit masuk dana. Lagian ini saya tarik saldo akibat gagal karna diskon kalian yang menjebak itu sengaja membatalkan biar kalian dapat duit hasil admin tarik ke bank sungguh kapok saya.",1
605,Gila biaya layanan nya 3.000 😳 Mana voucher ongkir nya pelit. Cukup sudah pakai Tokopedia. Ke market place sebelah aja yang masih 1.000,1
593,sangat membantu...tks,0
611,Tidak ada menu gratis ongkir,1
94,Min kenapa saya kesulitan meng update Tokopedia?,1
11,tidak sebaik dulu,2
396,Sangat menyukai,0
533,"Tolong banget ini kenaoa biaya jasanya jadi mahal banget, sudah ada biaya aplikasi, ada juga biaya layanan",1
43,Sangat kecewa terhadap pelayanan tokopedia care yang lama sekali dalam menangani masalah dan bertele tele,1
42,Saya pelanggan setia tokopedia sangat keberatan karena ada nya biaya aplikasi dan biaya layanan. Jadi nya saya sudah tidak belanja lagi karena ada beberapa biaya yang tidak masuk akal menurut saya. Mohon maaf masukan ini terima kasih,1
329,"fitur tukar tambah, pas pengecekan hp loadingnya gak selesai selesai, padahal signal normal.",1
167,Semua udah bagus sih cuma mending hps aja deh ekpedisi pake kurir sicepat(Lemot) apaapan2 dari kemaren stuck di jakarta mulu EMANG SI LEMOT,1
497,"Udah g seenak dulu. Free ongkir jadi susah, harus pake kupon promo dan tidak bisa digabung dengan kupon promo lain lagi, tgl 25 k atas g ada free ongkir 20k lagi, gopay coins sudah susah didapat karena sekarang review barang yg lengkap tidak mendapatkan gopay coins lagi.",1
876,Belanja ga berasa promonya gara2 biaya jasa aplikasinya nambah terus hmm,1
597,murah dan asyikkk,0
756,Kupon promo Tidak bisa di pake,1
100,sangat membantu,0
426,tiba2 cash back d batalkan setelah transaksi selesai... sesuai ketentuan poin M... poin yg mana yang bsa membatalkan vocer cash back... penipu,1
178,"semoga kali ini ga di batalin penjual nya ,tq",2
444,Berkualitas,0
416,"Kurir gratis ongkir lelet kayak siput. Estimasi nyapun berubah ubah, gak jelas....",1
870,Gak jelas tiba tiba saya beli produk malah di batalkan kan oleh sistem,1
882,"Kalo cancel transaksi pasti hasil refund ga pernah sesuai , berasa kena scam .",1
680,pelayanan yang bagus,0
177,memberi kemudahan dalam belanja,0
395,bagus,0
911,Biaya-biaya yg memberatkan...,1
793,"Saya bersumpah akan buang jauh2 aplikasi ini, betul2 beda toped yang dulu dengan yang sekarang, pada suka2 aja prosedur nya, hati2 kalian kalau mau pakai toko pedia karena semakin lama semakin bobrok. Keuntungan di utamakan soal estimasi melenceng sampai 2 minggu, berul2 merugikan pedagang kecil 👎👎👎",1
960,Fitur Kurir rekomendasi sangat lama dalam pengiriman. Dari sicepat dilempar ke jne. Beli barang dari tanggal 17 biasanya 2-3 sudah nyampai walaupun pake fitur gratis ongkir. Dan makin banyak biaya tambahannya pada setiap transaksi. Yang awalnya cuma seribu sekarang ditambah lagi ada biaya jasa aplikasi dua ribu.,1
684,sangat membantu,0
383,proses mudah dan cepat,0
956,Saya hapus saja aplikasi dari hp sangat menyusahkan terlalu banyak biaya jasa aplikasi segala.,1
751,"Kenapa wktu diupdate kx gk bsa, sudah hampir terinstal mlah gagal suruh coba lagi, buang2 kouta j, kecewa bgt,.bgt.,bgt.,",1
257,sangat membantu sekali😘,0
538,sangat senang menggunakan tokopedia bisa cicilan sampai 3 bualan,0
335,semoga bermanfat,0
15,"Gratis ongkirnya jadi naik, harus minimal pemebelian diatas 20rb... Terus jadi ada biaya jasa aplikasi, padahal dulu ga ada... Lebih enakan yang 1 tahun lalu",1
324,Bagus terpercaya,0
758,"Salah satu aplikasi online shop paling tidak jelas yang pernah saya coba. Untuk apa bisa checkout flashsale kalau produknya sudah habis, kalau begini malah bikin rugi karena uangnya masuk kedalam ""saldo refund"" yang minimal butuh 50k untuk di cairkan dan ada biaya admin 2.900. Ini adalah experience terburuk yang pernah diberikan karena saya harus 'nombok' untuk bisa mencairkan uang saya kembali. Sejauh ini hal ini sudah terjadi ke saya 2x dan membuat kepercayaan saya terhadap pihak tokped turun.",1
222,Burik aman,1
179,"Maksa bangat updatenya, klo ga update ga bs dipakai",1
983,terbaik,0
22,"Untuk upgrade terbaru, ko gambar nya tidak muncul ya???",1
356,"Saya kasih bintang 1 karena penjual gak mau nerima retur barang saya,nanti saya kasih bintang 5 kalau tokopedia sudah bisa ngebantu balikin uang saya",1
666,semoga bermanfaat,0
861,"Aplikasi tai...mau beli barang malah dicancel sistem padahal udah tf lewat brimo,kalo mau ambil kudu punya rekening,kagak bisa lewat dompet digital..kan anjing👎",1
340,"Makin kesini banyak biaya tambahan (ada biaya layanan, ada biaya aplikasi) cashback banyak tak terpakai lantaran harus memilih mau ambil cashback atau gratis ongkir? Padahal saya langganan plus tp benefitnya cm gratis ongkir aja tak terbatas padahal saya berharap dengan langganan plus dpt gratis ongkir plus bisa pakai voucher cashback secara barengan tp ternyata tidak next saya tidak akan perpanjang layanan plus naik dari 150ribu ke 180ribu. Kemunduran yg sangat signifikan.",1
431,mudah dalam mencari pilihan toko,0
551,Bagus sangat membantu masyarakat,0
833,Apk sangat membantu 😁,0
203,Mantap,0
630,terpercaya,0
93,"Kukira semakin lama semakin bagus. Ternyata semakin lama semakin buruk aja, sekarang setiap transaksi ada biaya layanan dan biaya aplikasi. Bye bye tokped",1
558,mempermudah. tp g tau cara ngisi saldo nya.,2
68,toko pedia emang oke,0
622,Tidak bisa di update,1
284,"Tadinya aku suka pakai tokopedia,belanja apa aja pasti disini,tapi tidak tahu kenapa paylaternya di blokir,sedangkan tidak pernah telat bayarnya...ya dah mau gimana,hapus saja aplikasinya.thanks.",1
844,Cod perbanyak cod kalau bisa Tokopedia punya expedisi sendiri,2
434,P bang jawab donk bang gw dah kasih ☆5 nih bang.!,0
153,Tinggal Ampas nya 🤣 Terlalu banyak biaya ini itu Fixs skrng jadi Marketplace SAMPAH ...!!!,1
75,Sangat tidak memuaskan,1
730,aplikasi nya tidak bisa di download,1
446,Pengiriman lama,1
188,Kebanyakan biaya ini itu nih tokped sudah banyak kritikan tp blm ada perubahan kasih masukan saja harus lewat ini itu mending lazada ngga banyak cingcong banyak bonus dan freong...,1
271,"Kok gk bisa bayar pakai link aja ya,",2
236,Aplikasi belanja paling mantap,0
487,"pas mau bayar harganya kelewat lebih, gak bisa dipake grtis ongkir dan cashbacknya, banyak biaya lain2, ORANGE AJA",1
117,Pertama buka langusung gwratis,0
943,Marketplace terbaik untuk orang yg mencari yg terbaik,0
512,"asik juga buat akun baru byk promo nya nih, tambahin lgi yaa biar belanja trusss",0
825,Saya setelah menginstal toko pedia saya kalau tidak Makai toko pedia saya terus terusan ada iklan. Sepertinya toko pedia sangat memaksakan untuk menginstal saya sangat tidak setuju karna sama kalu tidak masuk ke apk toko pedia saya mendapatkan iklan tentang toko pedia saya di haruskan belanja tapi saya tidak mau dan saya terusan mendapatkan iklan,1
591,"Yang awalnya belanja di atas 50k gratis, sekarang malah jadi mahal !! Belum lagi biaya aplikasi. Bangkrut aja lu sekalian",1
126,"Kebanyakan biaya tambahan,,, aplikasi taiiii",1
116,kurang cepat,1
473,"Terima - kasih..., terus tingkatkan kepercayaan masyarakat terhadap toko online...",0
693,"Sangat buruk.tidak bisa download padahal memori masih blom penuh.dan kuota juga bnyk ,jaringan lancar sinyal bagus tpi tetap saja tidak bisa download.aneh",1
57,Minta d update tidak bisa...di hapus jg tidak bisa....taikkk lama2,1
863,ui nya mantap,0
912,perdana semoga berhasil.karna berulang ulang mencoba pembayaran selalu gagal..sekarang berhasil..semoga sesuai harapan biar aplikasinya gk aku uninstal...sukses,0
369,Biaya jasa aplikasi Rp 2000. Biaya layanan Rp 1000. Ongkir Rp 0. Sama aja bayar ongkir 3000😅,2
268,"Hai kenapa tokopedia di alamt itu no tlp buyer nya jado xxxx kalau lagi terjadi kendala kan gak bisa tlp di buyer, pliss perbaiiki, kadang ada kendala urgent yg harus hub si buyer",2
46,Baik,0
349,aplikasi yg membentu untuk memudahkan belanja tanpa harus keluar rumah ..hemat dan menguntungkan,0
195,"Biaya Penanganan Aplikasi kenapa naik 2rb/transaksi,,,, dulu ge masih 1rb,,,",1
999,Mntap,0
834,proses penarikan saldonya lama. mending uninstall aja lah.,1
736,Saya kasih bintang 5 aja dulu soalnya saya baru download nii semoga aja sangat bagus,0
263,"CS toped tdk profesional & tdk mengerti dlm menangani masalah. Hp sy kena Hex, krn itu smua aplikasi sy hapus dan HP sy Factory Reset. Stlh download aplikasi toped, sy tdk bisa login kembali dgn alasan telah dihapus. Sy sdh jelaskan berkali² kpd CS toped kalau hp kena Hex & hrs sy reset smua. Tapi CS toped ga ngerti² masalah ini. Stlh dijelaskan berkali², Mrk minta copy KTP & buku tabungan. Apa hubungannya ecommer minta copy ktp & buku tabungan ??? Lg pula sy slalu byr via gopay/ credit card. 👎",1
443,"Aplikasi penipu berkedok e-comerce jangan pernah percaya berjualan di sini, barang sudah di terima oleh pembeli masa pas pengen narik saldo atas jualan saya sejumlah 2.980.000 yang sudah di beli tidak bisa, malah akun saya di nonaktifkan ,pokoknya jangan pernah kalian kalian download ni aplikasi, ini aplikasi penipu bener bener..",1
675,sangat membantu,0
304,"setelah masa proses di tambah pengiriman jadi lama, udah 2 hari pesanan masih proses blum di kirim2. waktu masih 24jam proses mah cepet, paket dateng juga cepet. tolong di balikin lagi seperti dulu masa prosesnya.",2
341,tokopedia mantabbbss👍👍,0
966,Bagusssss banget untuk belanja.Keren 👍,0
149,Sombong bet Tokopedia beda ma shoppe install apk lucky patcher aja suruh unins install mod menu ml suruh uninstall dah gitu suruh update maksa lagi 🤬,1
124,Loading lama dipembayaran dan membuat gagal pembelian.,1
786,Sekarang Tokped makin naik biaya aplikasi nya.,1
50,Aku sekarang kapiten Mempunyai pedang panjang Kalo berjalan prok prok prok Aku seorang kapiten,1
353,pokok e sipp semua jadi gampang,0
927,"Kecewa parah si,, ada voucher promo tapi gak bisa digabung sm gratis ongkir. Setiap transaksi ada biaya layanan + biaya jasa aplikasi. Sorry pindah ke Blibli dehh.. banyak promo, pengiriman juga cepet bgtt.",1
142,Tidak bisa di update,1
470,bagus banget,0
399,Terima kasih sudah merespon keluhan dgn cepat dan terima kasih juga telah memperbaiki sistem dgn sangat cepat. Ku kembalikan bintang 5 nya karena ADMIN langsung menanggapi dan sigap terhadap pengguna.👍👍👍👍👍,0
625,"Wow apk ini Membantu ku Mencari Banyak Barang Dan juga Di Tokopedia sangat Lengkap pokok nya. + pelayanan juga nyaman, pokoknya oke lahh😄 👌",0
320,Makin ga ada promonya.. pake biaya jasa layanan.. dan biaya jasa aplikasi 😁😁😁..,1
19,"belanja mudah,ramah dan banyak hadiah hanya di...Tokopedia",1
809,Giliran ada kendala belanja 4 item ga k kirim2 malah apk nya ga bisa di buka awokawka siap bet,2
790,Biaya layanan dan aplikasi membebani,1
808,"Ongkir mahal, biaya jasa 2000 👎",1
407,Banyak pilihan barang dan aman bertransaksi,0
537,"Sangat kecewa dengan tim marketing tokopedia, iklan yg muncul pada beberapa aplikasi game sangat mengganggu tombol silang bisa ditekan, sedangkan setiap iklan tokped tidak bisa keluar dan selalu diarahkan masuk apk, padahal saya sudah lama pakai tokped sgt mengecewakan karena terjadi ratusan kali !",1
620,Kenapa bebas ongkir setiap tanggal 25 sampai akhir bulan minimal belanja 20 ribu kok sudah tidak ada ?,2
38,Cashback hilang dengan alasan karena dalam 1 rumah ada yang memiliki akun Tokopedia. Udah tau belanja sifatnya pribadi jadi ga tau kalo ada kesamaan pakai promo bisa banget ngejebaknya biar ga dapet cashback mana gede lagi cashbacknya 600 ribu lebih. Ga jelas banget aturannya,1
175,sangat bermanfaat,0
245,"sekarang mahal ada biaya,casback ny sedikit balik lagi ke s*****",1
828,untuk transaksi/proses pembayaran via gopay suka eror,2
667,"Pokoknya bagus banget semua kebutuhan lengkap banget ada diskonnya menarik. nyampe barang nya juga nggak lama,terus membayaran nya aman.. pokoknya Tokopedia terthebest banget",0
754,Aplikasi belanaja online teribet yg pernah saya coba,1
858,tokopedia smakin ksini smakin buruk..tiap blanja minta jasa aplikasi maruk banget pdhl dr dounlod sdh triliunan tiap hr dpt msh mnta jasa aplikasi parahhh..untung ada aplikasi lain shopee dn lazada yg gk ribet..tokopedia biar musnahkan saja bikin sengsara ajh,1
154,"Pas mau belanja tulisannya gratis ongkir 0 rupiah belanja 50rb... Uda semanget masukin keranjang, lah cuma kepotong 20rb.. Ealahhh entah siapa yang salah...",1
287,"Setelah update malah aneh, buka ulasan dan pesan harus nunggu proses download dan pasri gagal. Aplikasi error dari sononya. Komplain paling dijawab gtu"" aja. Terlalu banyak biaya gak jelas. kena tambahan 3.000 cuma buat tambahan yang sebenarnya udah didapat dari seller..",1
602,Baik aplikasi somoga kedepannya seperti ini terus ringan seperti ini ya 🙏,0
569,"apaan bikin diskon sendiri eh batalin sendiri, saldo malah dibalikin ke saldo tokped, penarikan uang jg min 50k, butuh uangnya buat keperluan lain jg kaliiiii, sekarang gue bingung nariknya gmn ajg",1
743,Jelas tempat transaksi kebanggan saya 🫶,0
17,Force open apk ganggu bgt,1
127,"Update terus, paksa aplikasi yang lain dihapus........",1
322,banyakkkk promo 👍👍👍👍👍,0
255,Sekarang jadi sampah,1
657,bgus,0
964,Sekarang susah untuk mendapatkan cashback disetiap transaksi.,1
190,"Awalnya saya senang dengan Tokopedia, karena barang kesukaan saya lengkap ada disini semua yaitu Hotwheels dan sejenisnya. Tapi setelah beberapa waktu kok gratis ongkirnya terbatas, ada biaya aplikasi 2rb, biaya layanan 1rb, belum biaya transfer dan biaya paylater, jadi wkt chekout malah jadi mahal barangnya, jujur skrg msh mending di Shoope, atau jujur aja di Lazada tanpa biaya2 apapun.",1
115,saya suka banget tokopedia,0
616,"Apk goblog penipuan ,...percuma ngasih banyak voucher diskon tapi ga bisa di pake selalu gagal padahal belum pernah transaksi,....lebih bagus apk online shop yg lain dari pada Tokopedia jelek",1
606,Terbaik,0
180,Tolong developernya.. Itu lacak paket tolong di sertakan nomor hp si kurirnya. Paket saya terdeteksi sudah tiba tapi tidak di lokasi sesuai keterangan. Kalah sama aplikasi sebelah !,1
301,Tokped kenapa saya ga dikasi otp gopay laternya?katanya disetujui..tp ga bs di pakai,1
759,"sangat mudah transaksinya, jika ada saldo di GOPAY",0
712,mantul,0
723,"jadi ngga guna follow akun pelapak ketimbun sama feed isinya video rekomendasi yg ngga sesuai minat sama ads, makin ngga nyaman",1
685,"baguss, terus tingkatkan pelayanan Adain donasi terus biar rakyat Indonesia makin gemar bersedekah amiinn 🤲",0
979,Jasa kirim yang lain suka seenaknya dan gak mau anter kerumah Kalau jasa kirim JNT ontime dan ramah,0
517,banyakin lagi diskon y boss,2
984,tokopedia terpercaya,0
45,Bebas ongkir berkurang,2
909,Gratis ongkir mulai sesuai,0
157,Bagus untuk pengguna yg suka beli online kalau bisa adain gratis ongkir,0
851,Buka ulasan pasti eror ada gangguan di rumah toped,1
171,Setelah update transaksi jadi gagal sudah di transfer tapi status masih menunggu pembayaran upload foto juga tidak bisa,1
16,Kurir anteraja sameday 2 hari ga sampai..takedown saja itu anter aja ga jelas pengiriman nya,1
511,"Bebas ongkir sepuasnya, tapi tanpa promo, preeettt.....🥵👎👎. Apk gaje...",1
48,"Sy ga suka ada biaya protek Yg ga pernah sy setujui,tapi terlampir pada tagihan waktu cekout",0
971,"Males banget skrng tokped segala bayar, mana voucher diskon gk bisa digabung sma voucher gratis ongkir.. dahlah uninstall aja 👎",1
940,"Apaan ini,,tagihan masih satu minggu lagi tapi sudah di telfon di tagih💩💩💩💩💩",1
515,"Baru kali ini saya belanja di Tokopedia kecewa banget, jadi saya menggunakan fitur tukar tambah uang sudah saya tf ke Tokopedia, tapi pas kurir nyampe ga bisa lanjutin transaksi akhirnya saya ngajuin cancel aja eh malah ga ada respon dari seller atau cs Tokopedia jelek banget sih",1
952,tingkatkan,2
480,"Mudah,, aman & nyaman.",0
283,"ada penipuan di tokopedia yang meminta kode verifikasi,, tolong pihak tokopedia di perketat keamanan privasi",1
718,"Mengapa harus ada jasa layanan dan jasa aplikasi lagi, yang lumayan besar buat kita. Tolong diturunkan biaya tersebut atau dihapus. Padahal sudah langganan plus jadi terkesan percuma.",1
877,"Ada apa dengan tokped? Maaf saya beralih ke toko sebelah aja yg bener2 gratis ongkir, ada chasback/diskon dan tanpa biaya tambahan ini itu.. Belanja ditokped nyari harga termurah setelah mau check out udah gak murah lagi karena banyak tambahan biaya ini dan itunya, malah jatuhnya sama aja dengan harga offline di warung atau market terdekat..",1
225,Tokopedia selalu jaya jaya,0
26,"Belanja puas, gak bingung milih, toko terpercaya. Mantull",0
954,"Tokopedia sekarang adalah yg paling sangat buruk ! Biaya layanan dan biaya aplikasi menambah bebab buyer sehingga sangat mengurangi minat pembeli untuk membeli barang sehingga banyak yg beralih ke sopi,ini tentu sangat membebankan pembeli dan penjual.sejak kmrn omzet penjualan kami turun hingga 50 persen dan semoga tokopedia mau merubah sistem agar seperti dulu lagi,subsidi ongkir lebih banyak dan tanpa di kenakan biaya aplikasi. Nnt review akan sy edit lagi kalo udh ada perubahan. Tks",1
437,Baik,0
951,"Mulai tidak bisa menggabungkan 2 voucher, Mulai ada biaya layanan, Mulai ada biaya jasa, Mulai pindah aja ke sebelah..",1
364,"Mulai mengurangi transaksi di toped,terlalu gede biaya aplikasi,3 ribu,pindah aja ke sebelah , Lazada, Blibli",1
229,"tolong dong seller jangan pakai ANTERAJA, pesanan saya sudah beberapa yang tidak sampai hingga saat ini sudah berminggu minggu, ini barang sudah urgent, mau pesan lagi juga takut nya jasa kirim nya lama juga jadi serba salah. tolong tokopedia di banned aja jasa kurir ANTERAJA sangat merugikan.",1
37,Barang,2
965,cukup membantu,2
374,cukup bagus,0
469,"Calon2 uninstal nih, belanja 20rb..kena biaya 2rb. Mana skr udah ga seroyal dulu ksh free ongkir gosend. Pdhl dulu andelan bgt krn pengiriman lbh cpt dr toko sblh 😔",1
967,Sangat baik alhamdulillah,0
850,Maaf bintang 3 dlu karena blm ada transaksi via dana,2
704,terimakasih Tokopedia,0
841,Kebanyakan gak bisa cod 😔,1
194,Tokopedia emang hebat🫰🫰,0
854,gampang mudah cepat,0
864,"transaksi pengguna baru saya tidak masuk,padahal voucher nya sudah dipakai.",1
503,cukup puas,0
969,"udh pake voucher diskon, tp ada promo cashback pembayaran gopay jdilah bayar pake gopay. nah transaksi selesai gaada koin masuk, dikomplain katanya transaksi ga sesuai. ini tokped kalo ga mau ngasih 2 promo sekaligus mending gausah sklian deh.",1
830,Tolong tambahkan metode pembayaran melalui dana,2
579,Mantap,0
968,"Engga jelas tokped, sebelum ganti no bisa login menggunakan email, namun engga bisa konfirmasigara"" nomor udah gx aktif, setelah ganti nomor malah engga bisa login pake email yg sama... Sementara bintang 1 dulu",1
162,the best pokonya mah,0
908,Tiga aja doloh. Kalo memuaskan baru saya tambahin full bintangnya,0
152,Tolong riwayat pesanan yang udah lama jangan dihapus dong. Tujuan saya beli online ya biar tahu detail riwayat pesanan saya yang udah lama. Jadi males pake tokped kalo gitu.,1
801,"Cara mendapatkan ☆5 dari saya : Respon cpt, tidak menjawab otomatis, pelayanan ramah, detail membaca pesanan, proses cpt, packing aman, penyerahan ke kurir cpt, pengiriman cpt, barang sesuai deskripsi.",2
993,Tetap Tokped yang paling terbaik dari marketplace online yang lain 👍👍👍,0
755,"Gak dapet² kode verifikasi ovo,malah kena blokir minta kirim ulang kode terus menerus gmn coba?",1
111,sangat membantu,0
226,"Tolong kerjasamanya dengan pihak ekspedisi jangan pakai si cepat,kalau untuk orang usaha seperti saya jadi berantakan,tidak recommended ( terlalu lelet)",1
688,"Tidak adanya fitur chat antara seller&driver jika memakai pengiriman instan,sehingga driver sulit menemukan toko jika alamatnya kurang lengkap,akibatnya saya harus menunggu lama karena berganti drivernya beberapa kali.",1
103,Sangat Kecewa. Pengiriman sangat sangat lama.,1
421,saya bingung belanja d tokpedia.. cod g bisa paake debit g bisa.. hadeuuhhh percuma banyak promo y tp g bisa cekout.,1
419,"Ruwet banget ditokped banyak banget biaya² lainnya,banyak voucher yang gk bisa dipake padahal udah memenuhi syarat.",1
750,Biaya udah naik tapi pengiriman lelet sekali... walaupun gratis ongkir tapi itu kan tetap pelayanan klian juga,1
586,Ingin mengajukan limit kredit pintar untuk kebutuhan mendesak keuangan tolong dibantu,0
780,"Kecewa sama Tokopedia, mau tf dana yg direfund masa kena admin juga?? Bener2 dirugikan bgt karena jd dobel adminnya",1
672,Verifikasi pembayaran susah..ga jlas..ga kayak toko online sebelah,1
119,"Jangan pernah belanja di Tokopedia, kalo ada kendala mereka ga tanggungjawab. Penjual banyak yg ga amanah.",1
53,puji Tuhan terimakasih tokped telah membantu untuk prakerja,0
151,apk belanja online terbaik yg pernah saya pakai,0
403,terimalasi,0
945,"Pengiriman lama, paket susah di lacak",1
207,Fitur tukar tambah nya gk bisa bisa,1
658,baik sekali,0
843,sejauh ini nyaman dengan tokped,0
762,"Tambahkan pencarian foto min , biar lebih mudah cari barang .. kadang ada fotonya tapi ngga tau namanya",2
8,sangat membantu ✨,0
807,Membantu sekali,0
36,Saya gak suka membeli barang onlain bagus saya pilih sendiru,2
452,mudah,0
651,"Sekarang udah ada 2 bln lebih gak pernah belanja lagi pkai tokped, ongkirnya jadi mahal, itu pengaruh sekali, padahal udah bertahun2 gak pernah pakai apps lain kalo mau belanja, karna ongkir mahal, jadinya saya lari ke S***e lebih murah ongkirnya, sayang banget padahal banyak toko langganan di tokped",1
253,sangat mudah,0
303,"Saran aja pembulatan emas masuk setelah biaya aplikasi dkk, masak udah dibulatkan jadi keganjel nambah 3 ribu buat biaya aplikasi",1
746,Voucher gratis ongkir pasti pengiriman nya antar aja pengiriman paling lambat kurir nya suka tidak datang saat ngambil barang.,1
571,cepat mantap ga ribet,0
623,Baca dan balas email dari saya bos,2
732,Produk terlalu mahal,1
891,"Yg nyari Recomm Dari Rating sini sy sarankan pindah ke toko merah atau biru saja,lebih profesional.",2
262,"Sangat kecewa ikut langganan plus tp ga ada manfaatnya, ga ada bedanya ikut langganan sm ga ikut langganan, berasa ditipu, Dikira ikut langganan plus bisa geratis ongkir eh ga twnya sm aj bayar sm aj ky ga ikut langganan, trimakasi tukang tipu",1
610,"Tokopedia tidak adil, masa kesalahan pada pembeli, masa yang tanggung penjual. Pake rating toko diturunkan. Jadi mikir mau masih pake tokopedia ga ya ? Masalahnya jualan dengan toko fisik aja uda ga kepegang, tokopedia cuma buat selingan aja",1
297,"Saya sudah berlangganan Tokopedia dari 4 tahun lalu. Baru kali ini, paket saya tidak pernah sampai. Di keterangan paket sudah sampai di tujuan. Dengan penerima saya sendiri. Padahal di jam itu saya tidak ada di rumah. Saya tanyakan ke istri, adik dan ayah saya tidak ada paket datang. Saya lihat foto di aplikasi Tokopedia. Paket difoto di atas meja kayu tidak orangnya. Saya komplain 9 hari. Dapat keterangan diinfokan dari kurir paket sudah diterima. Ini bukan COD, saya sudah bayar",1
414,Naik lg biaya layanan ato apah. Pindah aja ah ke sebelah,1
150,Mantappp Untuk Tokopedia kalau bisa blanja dapat coin lagi dan promonya diadakan terus bagian pelanggan lama biar betah dan banyak... Utk aplikasinya sdh mantappp cuma kurir kalau wahana kadang2 tidak ada pemberitahuan sdh sampai dimana.... Untuk semuanya sdh bagus dan pertahankan Sukses Kedepan,0
788,Hai Tokopedia kenapa akunku tak bisa login cuma karena nomor sudah ganti mohon penjelasan dan bantuan agar bisa login dan masuk akun ini,1
640,Menu ceria bri diadain donk,0
889,cepat dan mudah,0
